"OreDict Key","Registry name","Meta/dmg","Display name","NBT"
"ingotCopernicium291Nitride","qmd:copernicium",3,"Copernicium-291 Nitride",""
"ingotCopernicium291Oxide","qmd:copernicium",2,"Copernicium-291 Oxide",""
"ingotCopernicium291ZA","qmd:copernicium",4,"Copernicium-291-Zirconium Alloy",""
"ingotCopper","magneticraft:ingots",2,"Copper Ingot",""
"ingotCopper","mekanism:ingot",5,"Copper Ingot",""
"ingotCopper","nuclearcraft:ingot",0,"Copper Ingot",""
"ingotCopper","projectred-core:resource_item",100,"Copper Ingot",""
"ingotCopper","techreborn:ingot",4,"Copper Ingot",""
"ingotCrudeSteel","enderio:item_alloy_endergy_ingot",0,"Crude Steel Ingot",""
"ingotCrystallineAlloy","enderio:item_alloy_endergy_ingot",1,"Crystalline Alloy Ingot",""
"ingotCrystallinePinkSlime","enderio:item_alloy_endergy_ingot",4,"Crystalline Pink Slime Ingot",""
"ingotCurium243","nuclearcraft:curium",0,"Curium-243",""
"ingotCurium243All","nuclearcraft:curium",0,"Curium-243",""
"ingotCurium243All","nuclearcraft:curium",1,"Curium-243 Carbide",""
"ingotCurium243All","nuclearcraft:curium",2,"Curium-243 Oxide",""
"ingotCurium243All","nuclearcraft:curium",3,"Curium-243 Nitride",""
"ingotCurium243All","nuclearcraft:curium",4,"Curium-243-Zirconium Alloy",""
"ingotCurium243Carbide","nuclearcraft:curium",1,"Curium-243 Carbide",""
"ingotCurium243Nitride","nuclearcraft:curium",3,"Curium-243 Nitride",""
"ingotCurium243Oxide","nuclearcraft:curium",2,"Curium-243 Oxide",""
"ingotCurium243ZA","nuclearcraft:curium",4,"Curium-243-Zirconium Alloy",""
"ingotCurium245","nuclearcraft:curium",5,"Curium-245",""
"ingotCurium245All","nuclearcraft:curium",5,"Curium-245",""
"ingotCurium245All","nuclearcraft:curium",6,"Curium-245 Carbide",""
"ingotCurium245All","nuclearcraft:curium",7,"Curium-245 Oxide",""
"ingotCurium245All","nuclearcraft:curium",8,"Curium-245 Nitride",""
"ingotCurium245All","nuclearcraft:curium",9,"Curium-245-Zirconium Alloy",""
"ingotCurium245Carbide","nuclearcraft:curium",6,"Curium-245 Carbide",""
"ingotCurium245Nitride","nuclearcraft:curium",8,"Curium-245 Nitride",""
"ingotCurium245Oxide","nuclearcraft:curium",7,"Curium-245 Oxide",""
"ingotCurium245ZA","nuclearcraft:curium",9,"Curium-245-Zirconium Alloy",""
"ingotCurium246","nuclearcraft:curium",10,"Curium-246",""
"ingotCurium246All","nuclearcraft:curium",10,"Curium-246",""
"ingotCurium246All","nuclearcraft:curium",11,"Curium-246 Carbide",""
"ingotCurium246All","nuclearcraft:curium",12,"Curium-246 Oxide",""
"ingotCurium246All","nuclearcraft:curium",13,"Curium-246 Nitride",""
"ingotCurium246All","nuclearcraft:curium",14,"Curium-246-Zirconium Alloy",""
"ingotCurium246Carbide","nuclearcraft:curium",11,"Curium-246 Carbide",""
"ingotCurium246Nitride","nuclearcraft:curium",13,"Curium-246 Nitride",""
"ingotCurium246Oxide","nuclearcraft:curium",12,"Curium-246 Oxide",""
"ingotCurium246ZA","nuclearcraft:curium",14,"Curium-246-Zirconium Alloy",""
"ingotCurium247","nuclearcraft:curium",15,"Curium-247",""
"ingotCurium247All","nuclearcraft:curium",15,"Curium-247",""
"ingotCurium247All","nuclearcraft:curium",16,"Curium-247 Carbide",""
"ingotCurium247All","nuclearcraft:curium",17,"Curium-247 Oxide",""
"ingotCurium247All","nuclearcraft:curium",18,"Curium-247 Nitride",""
"ingotCurium247All","nuclearcraft:curium",19,"Curium-247-Zirconium Alloy",""
"ingotCurium247Carbide","nuclearcraft:curium",16,"Curium-247 Carbide",""
"ingotCurium247Nitride","nuclearcraft:curium",18,"Curium-247 Nitride",""
"ingotCurium247Oxide","nuclearcraft:curium",17,"Curium-247 Oxide",""
"ingotCurium247ZA","nuclearcraft:curium",19,"Curium-247-Zirconium Alloy",""
"ingotDarkChocolate","nuclearcraft:dark_chocolate",0,"Dark Chocolate",""
"ingotDarkSteel","enderio:item_alloy_ingot",6,"Dark Steel Ingot",""
"ingotDawnstone","embers:ingot_dawnstone",0,"Dawnstone Ingot",""
"ingotDepletedHEA242Nitride","nuclearcraft:depleted_fuel_americium",6,"Depleted HEA-242 Nitride Fuel Pellet",""
"ingotDepletedHEA242Oxide","nuclearcraft:depleted_fuel_americium",5,"Depleted HEA-242 Oxide Fuel Pellet",""
"ingotDepletedHEA242TRISO","nuclearcraft:depleted_fuel_americium",4,"Depleted HEA-242 TRISO Fuel Pebble",""
"ingotDepletedHEA242ZA","nuclearcraft:depleted_fuel_americium",7,"Depleted HEA-242-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHEB248Nitride","nuclearcraft:depleted_fuel_berkelium",6,"Depleted HEB-248 Nitride Fuel Pellet",""
"ingotDepletedHEB248Oxide","nuclearcraft:depleted_fuel_berkelium",5,"Depleted HEB-248 Oxide Fuel Pellet",""
"ingotDepletedHEB248TRISO","nuclearcraft:depleted_fuel_berkelium",4,"Depleted HEB-248 TRISO Fuel Pebble",""
"ingotDepletedHEB248ZA","nuclearcraft:depleted_fuel_berkelium",7,"Depleted HEB-248-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHECf249Nitride","nuclearcraft:depleted_fuel_californium",6,"Depleted HECf-249 Nitride Fuel Pellet",""
"ingotDepletedHECf249Oxide","nuclearcraft:depleted_fuel_californium",5,"Depleted HECf-249 Oxide Fuel Pellet",""
"ingotDepletedHECf249TRISO","nuclearcraft:depleted_fuel_californium",4,"Depleted HECf-249 TRISO Fuel Pebble",""
"ingotDepletedHECf249ZA","nuclearcraft:depleted_fuel_californium",7,"Depleted HECf-249-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHECf251Nitride","nuclearcraft:depleted_fuel_californium",14,"Depleted HECf-251 Nitride Fuel Pellet",""
"ingotDepletedHECf251Oxide","nuclearcraft:depleted_fuel_californium",13,"Depleted HECf-251 Oxide Fuel Pellet",""
"ingotDepletedHECf251TRISO","nuclearcraft:depleted_fuel_californium",12,"Depleted HECf-251 TRISO Fuel Pebble",""
"ingotDepletedHECf251ZA","nuclearcraft:depleted_fuel_californium",15,"Depleted HECf-251-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHECm243Nitride","nuclearcraft:depleted_fuel_curium",6,"Depleted HECm-243 Nitride Fuel Pellet",""
"ingotDepletedHECm243Oxide","nuclearcraft:depleted_fuel_curium",5,"Depleted HECm-243 Oxide Fuel Pellet",""
"ingotDepletedHECm243TRISO","nuclearcraft:depleted_fuel_curium",4,"Depleted HECm-243 TRISO Fuel Pebble",""
"ingotDepletedHECm243ZA","nuclearcraft:depleted_fuel_curium",7,"Depleted HECm-243-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHECm245Nitride","nuclearcraft:depleted_fuel_curium",14,"Depleted HECm-245 Nitride Fuel Pellet",""
"ingotDepletedHECm245Oxide","nuclearcraft:depleted_fuel_curium",13,"Depleted HECm-245 Oxide Fuel Pellet",""
"ingotDepletedHECm245TRISO","nuclearcraft:depleted_fuel_curium",12,"Depleted HECm-245 TRISO Fuel Pebble",""
"ingotDepletedHECm245ZA","nuclearcraft:depleted_fuel_curium",15,"Depleted HECm-245-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHECm247Nitride","nuclearcraft:depleted_fuel_curium",22,"Depleted HECm-247 Nitride Fuel Pellet",""
"ingotDepletedHECm247Oxide","nuclearcraft:depleted_fuel_curium",21,"Depleted HECm-247 Oxide Fuel Pellet",""
"ingotDepletedHECm247TRISO","nuclearcraft:depleted_fuel_curium",20,"Depleted HECm-247 TRISO Fuel Pebble",""
"ingotDepletedHECm247ZA","nuclearcraft:depleted_fuel_curium",23,"Depleted HECm-247-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHEN236Nitride","nuclearcraft:depleted_fuel_neptunium",6,"Depleted HEN-236 Nitride Fuel Pellet",""
"ingotDepletedHEN236Oxide","nuclearcraft:depleted_fuel_neptunium",5,"Depleted HEN-236 Oxide Fuel Pellet",""
"ingotDepletedHEN236TRISO","nuclearcraft:depleted_fuel_neptunium",4,"Depleted HEN-236 TRISO Fuel Pebble",""
"ingotDepletedHEN236ZA","nuclearcraft:depleted_fuel_neptunium",7,"Depleted HEN-236-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHEP239Nitride","nuclearcraft:depleted_fuel_plutonium",6,"Depleted HEP-239 Nitride Fuel Pellet",""
"ingotDepletedHEP239Oxide","nuclearcraft:depleted_fuel_plutonium",5,"Depleted HEP-239 Oxide Fuel Pellet",""
"ingotDepletedHEP239TRISO","nuclearcraft:depleted_fuel_plutonium",4,"Depleted HEP-239 TRISO Fuel Pebble",""
"ingotDepletedHEP239ZA","nuclearcraft:depleted_fuel_plutonium",7,"Depleted HEP-239-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHEP241Nitride","nuclearcraft:depleted_fuel_plutonium",14,"Depleted HEP-241 Nitride Fuel Pellet",""
"ingotDepletedHEP241Oxide","nuclearcraft:depleted_fuel_plutonium",13,"Depleted HEP-241 Oxide Fuel Pellet",""
"ingotDepletedHEP241TRISO","nuclearcraft:depleted_fuel_plutonium",12,"Depleted HEP-241 TRISO Fuel Pebble",""
"ingotDepletedHEP241ZA","nuclearcraft:depleted_fuel_plutonium",15,"Depleted HEP-241-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHEU233Nitride","nuclearcraft:depleted_fuel_uranium",6,"Depleted HEU-233 Nitride Fuel Pellet",""
"ingotDepletedHEU233Oxide","nuclearcraft:depleted_fuel_uranium",5,"Depleted HEU-233 Oxide Fuel Pellet",""
"ingotDepletedHEU233TRISO","nuclearcraft:depleted_fuel_uranium",4,"Depleted HEU-233 TRISO Fuel Pebble",""
"ingotDepletedHEU233ZA","nuclearcraft:depleted_fuel_uranium",7,"Depleted HEU-233-Zirconium Alloy Fuel Pellet",""
"ingotDepletedHEU235Nitride","nuclearcraft:depleted_fuel_uranium",14,"Depleted HEU-235 Nitride Fuel Pellet",""
"ingotDepletedHEU235Oxide","nuclearcraft:depleted_fuel_uranium",13,"Depleted HEU-235 Oxide Fuel Pellet",""
"ingotDepletedHEU235TRISO","nuclearcraft:depleted_fuel_uranium",12,"Depleted HEU-235 TRISO Fuel Pebble",""
"ingotDepletedHEU235ZA","nuclearcraft:depleted_fuel_uranium",15,"Depleted HEU-235-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLEA242Nitride","nuclearcraft:depleted_fuel_americium",2,"Depleted LEA-242 Nitride Fuel Pellet",""
"ingotDepletedLEA242Oxide","nuclearcraft:depleted_fuel_americium",1,"Depleted LEA-242 Oxide Fuel Pellet",""
"ingotDepletedLEA242TRISO","nuclearcraft:depleted_fuel_americium",0,"Depleted LEA-242 TRISO Fuel Pebble",""
"ingotDepletedLEA242ZA","nuclearcraft:depleted_fuel_americium",3,"Depleted LEA-242-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLEB248Nitride","nuclearcraft:depleted_fuel_berkelium",2,"Depleted LEB-248 Nitride Fuel Pellet",""
"ingotDepletedLEB248Oxide","nuclearcraft:depleted_fuel_berkelium",1,"Depleted LEB-248 Oxide Fuel Pellet",""
"ingotDepletedLEB248TRISO","nuclearcraft:depleted_fuel_berkelium",0,"Depleted LEB-248 TRISO Fuel Pebble",""
"ingotDepletedLEB248ZA","nuclearcraft:depleted_fuel_berkelium",3,"Depleted LEB-248-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLECf249Nitride","nuclearcraft:depleted_fuel_californium",2,"Depleted LECf-249 Nitride Fuel Pellet",""
"ingotDepletedLECf249Oxide","nuclearcraft:depleted_fuel_californium",1,"Depleted LECf-249 Oxide Fuel Pellet",""
"ingotDepletedLECf249TRISO","nuclearcraft:depleted_fuel_californium",0,"Depleted LECf-249 TRISO Fuel Pebble",""
"ingotDepletedLECf249ZA","nuclearcraft:depleted_fuel_californium",3,"Depleted LECf-249-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLECf251Nitride","nuclearcraft:depleted_fuel_californium",10,"Depleted LECf-251 Nitride Fuel Pellet",""
"ingotDepletedLECf251Oxide","nuclearcraft:depleted_fuel_californium",9,"Depleted LECf-251 Oxide Fuel Pellet",""
"ingotDepletedLECf251TRISO","nuclearcraft:depleted_fuel_californium",8,"Depleted LECf-251 TRISO Fuel Pebble",""
"ingotDepletedLECf251ZA","nuclearcraft:depleted_fuel_californium",11,"Depleted LECf-251-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLECm243Nitride","nuclearcraft:depleted_fuel_curium",2,"Depleted LECm-243 Nitride Fuel Pellet",""
"ingotDepletedLECm243Oxide","nuclearcraft:depleted_fuel_curium",1,"Depleted LECm-243 Oxide Fuel Pellet",""
"ingotDepletedLECm243TRISO","nuclearcraft:depleted_fuel_curium",0,"Depleted LECm-243 TRISO Fuel Pebble",""
"ingotDepletedLECm243ZA","nuclearcraft:depleted_fuel_curium",3,"Depleted LECm-243-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLECm245Nitride","nuclearcraft:depleted_fuel_curium",10,"Depleted LECm-245 Nitride Fuel Pellet",""
"ingotDepletedLECm245Oxide","nuclearcraft:depleted_fuel_curium",9,"Depleted LECm-245 Oxide Fuel Pellet",""
"ingotDepletedLECm245TRISO","nuclearcraft:depleted_fuel_curium",8,"Depleted LECm-245 TRISO Fuel Pebble",""
"ingotDepletedLECm245ZA","nuclearcraft:depleted_fuel_curium",11,"Depleted LECm-245-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLECm247Nitride","nuclearcraft:depleted_fuel_curium",18,"Depleted LECm-247 Nitride Fuel Pellet",""
"ingotDepletedLECm247Oxide","nuclearcraft:depleted_fuel_curium",17,"Depleted LECm-247 Oxide Fuel Pellet",""
"ingotDepletedLECm247TRISO","nuclearcraft:depleted_fuel_curium",16,"Depleted LECm-247 TRISO Fuel Pebble",""
"ingotDepletedLECm247ZA","nuclearcraft:depleted_fuel_curium",19,"Depleted LECm-247-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLEN236Nitride","nuclearcraft:depleted_fuel_neptunium",2,"Depleted LEN-236 Nitride Fuel Pellet",""
"ingotDepletedLEN236Oxide","nuclearcraft:depleted_fuel_neptunium",1,"Depleted LEN-236 Oxide Fuel Pellet",""
"ingotDepletedLEN236TRISO","nuclearcraft:depleted_fuel_neptunium",0,"Depleted LEN-236 TRISO Fuel Pebble",""
"ingotDepletedLEN236ZA","nuclearcraft:depleted_fuel_neptunium",3,"Depleted LEN-236-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLEP239Nitride","nuclearcraft:depleted_fuel_plutonium",2,"Depleted LEP-239 Nitride Fuel Pellet",""
"ingotDepletedLEP239Oxide","nuclearcraft:depleted_fuel_plutonium",1,"Depleted LEP-239 Oxide Fuel Pellet",""
"ingotDepletedLEP239TRISO","nuclearcraft:depleted_fuel_plutonium",0,"Depleted LEP-239 TRISO Fuel Pebble",""
"ingotDepletedLEP239ZA","nuclearcraft:depleted_fuel_plutonium",3,"Depleted LEP-239-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLEP241Nitride","nuclearcraft:depleted_fuel_plutonium",10,"Depleted LEP-241 Nitride Fuel Pellet",""
"ingotDepletedLEP241Oxide","nuclearcraft:depleted_fuel_plutonium",9,"Depleted LEP-241 Oxide Fuel Pellet",""
"ingotDepletedLEP241TRISO","nuclearcraft:depleted_fuel_plutonium",8,"Depleted LEP-241 TRISO Fuel Pebble",""
"ingotDepletedLEP241ZA","nuclearcraft:depleted_fuel_plutonium",11,"Depleted LEP-241-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLEU233Nitride","nuclearcraft:depleted_fuel_uranium",2,"Depleted LEU-233 Nitride Fuel Pellet",""
"ingotDepletedLEU233Oxide","nuclearcraft:depleted_fuel_uranium",1,"Depleted LEU-233 Oxide Fuel Pellet",""
"ingotDepletedLEU233TRISO","nuclearcraft:depleted_fuel_uranium",0,"Depleted LEU-233 TRISO Fuel Pebble",""
"ingotDepletedLEU233ZA","nuclearcraft:depleted_fuel_uranium",3,"Depleted LEU-233-Zirconium Alloy Fuel Pellet",""
"ingotDepletedLEU235Nitride","nuclearcraft:depleted_fuel_uranium",10,"Depleted LEU-235 Nitride Fuel Pellet",""
"ingotDepletedLEU235Oxide","nuclearcraft:depleted_fuel_uranium",9,"Depleted LEU-235 Oxide Fuel Pellet",""
"ingotDepletedLEU235TRISO","nuclearcraft:depleted_fuel_uranium",8,"Depleted LEU-235 TRISO Fuel Pebble",""
"ingotDepletedLEU235ZA","nuclearcraft:depleted_fuel_uranium",11,"Depleted LEU-235-Zirconium Alloy Fuel Pellet",""
"ingotDepletedMIX239Nitride","nuclearcraft:depleted_fuel_mixed",2,"Depleted MNI-239 Fuel Pellet",""
"ingotDepletedMIX239Oxide","nuclearcraft:depleted_fuel_mixed",1,"Depleted MOX-239 Fuel Pellet",""
"ingotDepletedMIX239TRISO","nuclearcraft:depleted_fuel_mixed",0,"Depleted MTRISO-239 Fuel Pebble",""
"ingotDepletedMIX239ZA","nuclearcraft:depleted_fuel_mixed",3,"Depleted MZA-239 Fuel Pellet",""
"ingotDepletedMIX241Nitride","nuclearcraft:depleted_fuel_mixed",6,"Depleted MNI-241 Fuel Pellet",""
"ingotDepletedMIX241Oxide","nuclearcraft:depleted_fuel_mixed",5,"Depleted MOX-241 Fuel Pellet",""
"ingotDepletedMIX241TRISO","nuclearcraft:depleted_fuel_mixed",4,"Depleted MTRISO-241 Fuel Pebble",""
"ingotDepletedMIX241ZA","nuclearcraft:depleted_fuel_mixed",7,"Depleted MZA-241 Fuel Pellet",""
"ingotDepletedMIX291Nitride","qmd:depleted_fuel_copernicium",2,"Depleted MNI-291 Fuel Pellet",""
"ingotDepletedMIX291Oxide","qmd:depleted_fuel_copernicium",1,"Depleted MOX-291 Fuel Pellet",""
"ingotDepletedMIX291TRISO","qmd:depleted_fuel_copernicium",0,"Depleted MTRISO-291 Fuel Pebble",""
"ingotDepletedMIX291ZA","qmd:depleted_fuel_copernicium",3,"Depleted MZA-291 Fuel Pellet",""
"ingotDepletedTBUNitride","nuclearcraft:depleted_fuel_thorium",2,"Depleted TBU Nitride Fuel Pellet",""
"ingotDepletedTBUOxide","nuclearcraft:depleted_fuel_thorium",1,"Depleted TBU Oxide Fuel Pellet",""
"ingotDepletedTBUTRISO","nuclearcraft:depleted_fuel_thorium",0,"Depleted TBU TRISO Fuel Pebble",""
"ingotDepletedTBUZA","nuclearcraft:depleted_fuel_thorium",3,"Depleted TBU-Zirconium Alloy Fuel Pellet",""
"ingotElectricalSteel","enderio:item_alloy_ingot",0,"Electrical Steel Ingot",""
"ingotElectrotineAlloy","projectred-core:resource_item",104,"Electrotine Alloy Ingot",""
"ingotElectrum","techreborn:ingot",5,"Electrum Ingot",""
"ingotEndSteel","enderio:item_alloy_ingot",8,"End Steel Ingot",""
"ingotEnergeticAlloy","enderio:item_alloy_ingot",1,"Energetic Alloy Ingot",""
"ingotEnergeticSilver","enderio:item_alloy_endergy_ingot",5,"Energetic Silver Ingot",""
"ingotExtreme","nuclearcraft:alloy",10,"Extreme Alloy Ingot",""
"ingotFerroboron","nuclearcraft:alloy",6,"Ferroboron Alloy Ingot",""
"ingotFluixSteel","threng:material",0,"Fluix Steel Ingot",""
"ingotGold","minecraft:gold_ingot",0,"Gold Ingot",""
"ingotGold198","trinity:ingot_au_198",0,"Gold-198",""
"ingotGraphite","nuclearcraft:ingot",8,"Graphite Ingot",""
"ingotHEA242","nuclearcraft:pellet_americium",2,"HEA-242",""
"ingotHEA242Carbide","nuclearcraft:pellet_americium",3,"HEA-242 Carbide",""
"ingotHEA242Nitride","nuclearcraft:fuel_americium",6,"HEA-242 Nitride Fuel Pellet",""
"ingotHEA242Oxide","nuclearcraft:fuel_americium",5,"HEA-242 Oxide Fuel Pellet",""
"ingotHEA242TRISO","nuclearcraft:fuel_americium",4,"HEA-242 TRISO Fuel Pebble",""
"ingotHEA242ZA","nuclearcraft:fuel_americium",7,"HEA-242-Zirconium Alloy Fuel Pellet",""
"ingotHEB248","nuclearcraft:pellet_berkelium",2,"HEB-248",""
"ingotHEB248Carbide","nuclearcraft:pellet_berkelium",3,"HEB-248 Carbide",""
"ingotHEB248Nitride","nuclearcraft:fuel_berkelium",6,"HEB-248 Nitride Fuel Pellet",""
"ingotHEB248Oxide","nuclearcraft:fuel_berkelium",5,"HEB-248 Oxide Fuel Pellet",""
"ingotHEB248TRISO","nuclearcraft:fuel_berkelium",4,"HEB-248 TRISO Fuel Pebble",""
"ingotHEB248ZA","nuclearcraft:fuel_berkelium",7,"HEB-248-Zirconium Alloy Fuel Pellet",""
"ingotHECf249","nuclearcraft:pellet_californium",2,"HECf-249",""
"ingotHECf249Carbide","nuclearcraft:pellet_californium",3,"HECf-249 Carbide",""
"ingotHECf249Nitride","nuclearcraft:fuel_californium",6,"HECf-249 Nitride Fuel Pellet",""
"ingotHECf249Oxide","nuclearcraft:fuel_californium",5,"HECf-249 Oxide Fuel Pellet",""
"ingotHECf249TRISO","nuclearcraft:fuel_californium",4,"HECf-249 TRISO Fuel Pebble",""
"ingotHECf249ZA","nuclearcraft:fuel_californium",7,"HECf-249-Zirconium Alloy Fuel Pellet",""
"ingotHECf251","nuclearcraft:pellet_californium",6,"HECf-251",""
"ingotHECf251Carbide","nuclearcraft:pellet_californium",7,"HECf-251 Carbide",""
"ingotHECf251Nitride","nuclearcraft:fuel_californium",14,"HECf-251 Nitride Fuel Pellet",""
"ingotHECf251Oxide","nuclearcraft:fuel_californium",13,"HECf-251 Oxide Fuel Pellet",""
"ingotHECf251TRISO","nuclearcraft:fuel_californium",12,"HECf-251 TRISO Fuel Pebble",""
"ingotHECf251ZA","nuclearcraft:fuel_californium",15,"HECf-251-Zirconium Alloy Fuel Pellet",""
"ingotHECm243","nuclearcraft:pellet_curium",2,"HECm-243",""
"ingotHECm243Carbide","nuclearcraft:pellet_curium",3,"HECm-243 Carbide",""
"ingotHECm243Nitride","nuclearcraft:fuel_curium",6,"HECm-243 Nitride Fuel Pellet",""
"ingotHECm243Oxide","nuclearcraft:fuel_curium",5,"HECm-243 Oxide Fuel Pellet",""
"ingotHECm243TRISO","nuclearcraft:fuel_curium",4,"HECm-243 TRISO Fuel Pebble",""
"ingotHECm243ZA","nuclearcraft:fuel_curium",7,"HECm-243-Zirconium Alloy Fuel Pellet",""
"ingotHECm245","nuclearcraft:pellet_curium",6,"HECm-245",""
"ingotHECm245Carbide","nuclearcraft:pellet_curium",7,"HECm-245 Carbide",""
"ingotHECm245Nitride","nuclearcraft:fuel_curium",14,"HECm-245 Nitride Fuel Pellet",""
"ingotHECm245Oxide","nuclearcraft:fuel_curium",13,"HECm-245 Oxide Fuel Pellet",""
"ingotHECm245TRISO","nuclearcraft:fuel_curium",12,"HECm-245 TRISO Fuel Pebble",""
"ingotHECm245ZA","nuclearcraft:fuel_curium",15,"HECm-245-Zirconium Alloy Fuel Pellet",""
"ingotHECm247","nuclearcraft:pellet_curium",10,"HECm-247",""
"ingotHECm247Carbide","nuclearcraft:pellet_curium",11,"HECm-247 Carbide",""
"ingotHECm247Nitride","nuclearcraft:fuel_curium",22,"HECm-247 Nitride Fuel Pellet",""
"ingotHECm247Oxide","nuclearcraft:fuel_curium",21,"HECm-247 Oxide Fuel Pellet",""
"ingotHECm247TRISO","nuclearcraft:fuel_curium",20,"HECm-247 TRISO Fuel Pebble",""
"ingotHECm247ZA","nuclearcraft:fuel_curium",23,"HECm-247-Zirconium Alloy Fuel Pellet",""
"ingotHEN236","nuclearcraft:pellet_neptunium",2,"HEN-236",""
"ingotHEN236Carbide","nuclearcraft:pellet_neptunium",3,"HEN-236 Carbide",""
"ingotHEN236Nitride","nuclearcraft:fuel_neptunium",6,"HEN-236 Nitride Fuel Pellet",""
"ingotHEN236Oxide","nuclearcraft:fuel_neptunium",5,"HEN-236 Oxide Fuel Pellet",""
"ingotHEN236TRISO","nuclearcraft:fuel_neptunium",4,"HEN-236 TRISO Fuel Pebble",""
"ingotHEN236ZA","nuclearcraft:fuel_neptunium",7,"HEN-236-Zirconium Alloy Fuel Pellet",""
"ingotHEP239","nuclearcraft:pellet_plutonium",2,"HEP-239",""
"ingotHEP239Carbide","nuclearcraft:pellet_plutonium",3,"HEP-239 Carbide",""
"ingotHEP239Nitride","nuclearcraft:fuel_plutonium",6,"HEP-239 Nitride Fuel Pellet",""
"ingotHEP239Oxide","nuclearcraft:fuel_plutonium",5,"HEP-239 Oxide Fuel Pellet",""
"ingotHEP239TRISO","nuclearcraft:fuel_plutonium",4,"HEP-239 TRISO Fuel Pebble",""
"ingotHEP239ZA","nuclearcraft:fuel_plutonium",7,"HEP-239-Zirconium Alloy Fuel Pellet",""
"ingotHEP241","nuclearcraft:pellet_plutonium",6,"HEP-241",""
"ingotHEP241Carbide","nuclearcraft:pellet_plutonium",7,"HEP-241 Carbide",""
"ingotHEP241Nitride","nuclearcraft:fuel_plutonium",14,"HEP-241 Nitride Fuel Pellet",""
"ingotHEP241Oxide","nuclearcraft:fuel_plutonium",13,"HEP-241 Oxide Fuel Pellet",""
"ingotHEP241TRISO","nuclearcraft:fuel_plutonium",12,"HEP-241 TRISO Fuel Pebble",""
"ingotHEP241ZA","nuclearcraft:fuel_plutonium",15,"HEP-241-Zirconium Alloy Fuel Pellet",""
"ingotHEU233","nuclearcraft:pellet_uranium",2,"HEU-233",""
"ingotHEU233Carbide","nuclearcraft:pellet_uranium",3,"HEU-233 Carbide",""
"ingotHEU233Nitride","nuclearcraft:fuel_uranium",6,"HEU-233 Nitride Fuel Pellet",""
"ingotHEU233Oxide","nuclearcraft:fuel_uranium",5,"HEU-233 Oxide Fuel Pellet",""
"ingotHEU233TRISO","nuclearcraft:fuel_uranium",4,"HEU-233 TRISO Fuel Pebble",""
"ingotHEU233ZA","nuclearcraft:fuel_uranium",7,"HEU-233-Zirconium Alloy Fuel Pellet",""
"ingotHEU235","nuclearcraft:pellet_uranium",6,"HEU-235",""
"ingotHEU235Carbide","nuclearcraft:pellet_uranium",7,"HEU-235 Carbide",""
"ingotHEU235Nitride","nuclearcraft:fuel_uranium",14,"HEU-235 Nitride Fuel Pellet",""
"ingotHEU235Oxide","nuclearcraft:fuel_uranium",13,"HEU-235 Oxide Fuel Pellet",""
"ingotHEU235TRISO","nuclearcraft:fuel_uranium",12,"HEU-235 TRISO Fuel Pebble",""
"ingotHEU235ZA","nuclearcraft:fuel_uranium",15,"HEU-235-Zirconium Alloy Fuel Pellet",""
"ingotHSLASteel","nuclearcraft:alloy",15,"HSLA Steel Ingot",""
"ingotHafnium","qmd:ingot",6,"Hafnium Ingot",""
"ingotHardCarbon","nuclearcraft:alloy",2,"Hard Carbon Alloy Ingot",""
"ingotHotTungstensteel","techreborn:ingot",16,"Hot Tungstensteel Ingot",""
"ingotInvar","techreborn:ingot",6,"Invar Ingot",""
"ingotIridium","qmd:ingot",9,"Iridium Ingot",""
"ingotIridium","techreborn:ingot",7,"Iridium Ingot",""
"ingotIridium192","qmd:isotope",7,"Iridium-192",""
"ingotIridiumAlloy","techreborn:ingot",22,"Iridium Alloy Ingot",""
"ingotIron","minecraft:iron_ingot",0,"Iron Ingot",""
"ingotIronCompressed","pneumaticcraft:ingot_iron_compressed",0,"Compressed Iron Ingot",""
"ingotLEA242","nuclearcraft:pellet_americium",0,"LEA-242",""
"ingotLEA242Carbide","nuclearcraft:pellet_americium",1,"LEA-242 Carbide",""
"ingotLEA242Nitride","nuclearcraft:fuel_americium",2,"LEA-242 Nitride Fuel Pellet",""
"ingotLEA242Oxide","nuclearcraft:fuel_americium",1,"LEA-242 Oxide Fuel Pellet",""
