+------------------------------------+---------+-------------+-----------+------------+----------+-----------+----------------------------------------------------+
| Name                               | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                              |
| marshmallow                        |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_marshmallow                     |
| meat                               |    3000 |         375 |      6000 |          0 | COMMON   |     false | industrialforegoing:meat                           |
| melodic_alloy                      |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenmelodicalloy                    |
| methane                            |       1 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:methane                             |
| methanol                           |    1500 |         300 |      1000 |          0 | COMMON   |     false | immersiveintelligence:methanol                     |
| methene                            |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:methene                             |
| milk                               |    3000 |         300 |      6000 |          0 | COMMON   |     false | industrialforegoing:milk                           |
| milk_chocolate                     |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_milk_chocolate                  |
| mithril                            |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenmithril                         |
| mix_239                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| mix_239_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| mix_239_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| mix_241                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| mix_241_fluoride                   |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| mix_241_fluoride_flibe             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| molybdenum                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_molybdenum                      |
| mushroom_stew                      |    2000 |         300 |      2000 |          0 | COMMON   |     false | -                                                  |
| nak                                |    5000 |         300 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_nak                             |
| nak_hot                            |    4000 |         700 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_nak_hot                         |
| naoh                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_naoh                            |
| napalm                             |    1000 |         300 |      4000 |          0 | COMMON   |     false | immersivepetroleum:fluid_napalm                    |
| naphtha                            |     800 |         298 |      1000 |          0 | COMMON   |     false | -                                                  |
| naquadah_alloy                     |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltennaquadahalloy                   |
| natural_gas                        |       1 |         298 |        10 |          0 | COMMON   |      true | -                                                  |
| nd_yag                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | qmd:fluid_nd_yag                                   |
| neodymium                          |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenneodymium                       |
| neon                               |     -10 |         300 |        40 |          0 | COMMON   |      true | qmd:fluid_neon                                     |
| neptunium_236                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| neptunium_237                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| nether_brick                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| nether_brick_nak                   |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| nether_brick_nak_hot               |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| nickel                             |    2000 |         900 |      6000 |         15 | COMMON   |     false | embers:nickel                                      |
| niobium                            |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenniobium                         |
| niobium_tin                        |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenniobiumtin                      |
| niobium_titanium                   |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenniobiumtitanium                 |
| nitric_acid                        |    1500 |         300 |      1500 |          0 | COMMON   |     false | immersiveintelligence:nitric_acid                  |
| nitric_oxide                       |     -10 |         300 |        40 |          0 | COMMON   |      true | qmd:fluid_nitric_oxide                             |
| nitrogen                           |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_nitrogen                        |
| nitrogen_dioxide                   |     -10 |         300 |        40 |          0 | COMMON   |      true | qmd:fluid_nitrogen_dioxide                         |
| nitrotoluene                       |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:nitrotoluene                        |
| nonane                             |     718 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:nonane                              |
| nonene                             |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:nonene                              |
| nutrient                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | emergingtechnology:nutrientblock                   |
| nutrient_distillation              |    1500 |         300 |      3000 |          0 | COMMON   |     false | enderio:block_fluid_nutrient_distillation          |
| obsidian                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| obsidian_nak                       |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| obsidian_nak_hot                   |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| obsidian_steel                     |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenobsidiansteel                   |
| octane                             |     703 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:octane                              |
| octene                             |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:octene                              |
| oil                                |    1000 |         300 |      2250 |          0 | COMMON   |     false | immersivepetroleum:fluid_crude_oil                 |
| oil_dwarf                          |    2000 |         300 |      1000 |          0 | COMMON   |      true | -                                                  |
| oil_residue                        |     800 |         298 |      2000 |          0 | COMMON   |     false | -                                                  |
| oil_soul                           |    2000 |         900 |      6000 |         15 | COMMON   |     false | -                                                  |
| osmiridium                         |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenosmiridium                      |
| osmium                             |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenosmium                          |
| oxygen                             |       0 |         300 |      2250 |          0 | COMMON   |      true | advancedrocketry:oxygenfluid                       |
| oxygen_difluoride                  |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_oxygen_difluoride               |
| pentadecane                        |     769 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:pentadecane                         |
| pentadecene                        |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:pentadecene                         |
| pentane                            |     626 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:pentane                             |
| pentene                            |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:pentene                             |
| petrotheum                         |    4000 |         350 |      1500 |          0 | RARE     |     false | thermalfoundation:fluid_petrotheum                 |
| phosphoric_acid                    |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:phosphoric_acid                     |
| plantoil                           |     925 |         300 |      2000 |          0 | COMMON   |     false | immersiveengineering:fluidplantoil                 |
| plasma                             |      50 |     1000000 |       100 |         15 | COMMON   |     false | nuclearcraft:fluid_plasma                          |
| plastic                            |    1000 |         300 |      1000 |          0 | COMMON   |     false | pneumaticcraft:fluid.plastic                       |
| platinum                           |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenplatinum                        |
| plutonium                          |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenplutonium                       |
| plutonium_238                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| plutonium_239                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| plutonium_241                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| plutonium_242                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| polybenzimidazole                  |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:polybenzimidazole                   |
| polyethylene                       |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:polyethylene                        |
| polytetrafluoroethylene            |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:polytetrafluoroethylene             |
| potassium                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_potassium                       |
| potassium_fluoride_solution        |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_fluoride_solution     |
| potassium_hydroxide_solution       |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_hydroxide_solution    |
| potion                             |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| potion_lingering                   |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                                  |
| potion_splash                      |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                                  |
| preheated_water                    |    1000 |         400 |       250 |          0 | COMMON   |     false | nuclearcraft:fluid_preheated_water                 |
| prismarine                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| prismarine_nak                     |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| prismarine_nak_hot                 |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| promethium_147                     |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_promethium_147                  |
| propane                            |       2 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:propane                             |
| propene                            |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:propene                             |
| pulsating_iron                     |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenpulsatingiron                   |
| purpur                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| purpur_nak                         |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| purpur_nak_hot                     |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| pyrotheum                          |    2000 |        4000 |      1200 |         15 | RARE     |     false | thermalfoundation:fluid_pyrotheum                  |
| quartz                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| quartz_nak                         |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| quartz_nak_hot                     |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| radaway                            |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_radaway                         |
| radaway_slow                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_radaway_slow                    |
| redstone                           |    1200 |         300 |      1500 |          7 | UNCOMMON |     false | thermalfoundation:fluid_redstone                   |
| redstone_alloy                     |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenredstonealloy                   |
| redstone_ethanol                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_redstone_ethanol                |
| redstone_nak                       |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| redstone_nak_hot                   |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| refined_biofuel                    |     750 |         300 |       800 |          0 | COMMON   |     false | -                                                  |
| refined_fuel                       |     750 |         300 |       800 |          0 | COMMON   |     false | -                                                  |
| refined_glowstone                  |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenrefinedglowstone                |
| refined_iron                       |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenrefinediron                     |
| refined_obsidian                   |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenrefinedobsidian                 |
| refined_oil                        |     800 |         300 |      1400 |          0 | COMMON   |     false | -                                                  |
| refinery_gas                       |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:refinery_gas                        |
| resin                              |     900 |         300 |      3000 |          0 | COMMON   |     false | -                                                  |
| rocket_fuel                        |     900 |         300 |      1000 |          0 | COMMON   |     false | enderio:block_fluid_rocket_fuel                    |
| rocketfuel                         |     800 |         300 |      1500 |         10 | COMMON   |     false | advancedrocketry:rocketfuel                        |
| rubber                             |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:rubber                              |
| ruthenium_106                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_ruthenium_106                   |
| sap                                |    1050 |         300 |      1500 |          0 | COMMON   |     false | -                                                  |
| seed_oil                           |     950 |         300 |      1300 |          0 | COMMON   |     false | -                                                  |
| sewage                             |    3000 |         300 |      6000 |          0 | COMMON   |     false | industrialforegoing:sewage                         |
| si_c_si_ccmc                       |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltensicsiccmc                       |
| sic_vapor                          |     -10 |        1000 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sic_vapor                       |
| signalum                           |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltensignalum                        |
| silicon                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | qmd:fluid_silicon                                  |
| silicon_carbide                    |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltensiliconcarbide                  |
| silicone_rubber                    |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:silicone_rubber                     |
| silver                             |    2000 |         900 |      6000 |         15 | COMMON   |     false | embers:silver                                      |
| silver_nak                         |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| silver_nak_hot                     |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| slime                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| slime_nak                          |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| slime_nak_hot                      |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| sludge                             |    3000 |         600 |      6000 |          0 | COMMON   |     false | industrialforegoing:sludge                         |
| slurry_ice                         |     950 |         270 |      4000 |          0 | COMMON   |     false | nuclearcraft:fluid_slurry_ice                      |
| snowpoff                           |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| sodium                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sodium                          |
| sodium_chloride_solution           |    1000 |         300 |      1000 |          0 | COMMON   |     false | qmd:fluid_sodium_chloride_solution                 |
| sodium_fluoride_solution           |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_fluoride_solution        |
| sodium_hydroxide_solution          |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_hydroxide_solution       |
| sodium_nitrate_solution            |    1000 |         300 |      1000 |          0 | COMMON   |     false | qmd:fluid_sodium_nitrate_solution                  |
| sodium_tungstate_solution          |    1000 |         300 |      1000 |          0 | COMMON   |     false | qmd:fluid_sodium_tungstate_solution                |
| soularium                          |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltensoularium                       |
| stainless_steel                    |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenstainlesssteel                  |
| steam                              |    1000 |         300 |      1000 |          0 | COMMON   |      true | -                                                  |
| steel                              |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltensteel                           |
| stellar_alloy                      |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenstellaralloy                    |
| stone                              |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:stone                               |
| strontium                          |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenstrontium                       |
| strontium_90                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_strontium_90                    |
| strontium_titanate                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | qmd:fluid_strontium_titanate                       |
| stygian_iron                       |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenstygianiron                     |
| sugar                              |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_sugar                           |
| sulfur                             |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sulfur                          |
| sulfur_dioxide                     |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sulfur_dioxide                  |
| sulfur_trioxide                    |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sulfur_trioxide                 |
| sulfuric_acid                      |    1500 |         300 |      1500 |          0 | COMMON   |     false | immersiveintelligence:sulfuric_acid                |
| sulfuric_heavy_oil                 |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:sulfuric_heavy_oil                  |
| sulfuric_light_oil                 |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:sulfuric_light_oil                  |
| sulfuric_naphtha                   |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:sulfuric_naphtha                    |
| sulfuric_refinery_gas              |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:sulfuric_refinery_gas               |
| sulfuricacid                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| sulfurous_acid                     |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:sulfurous_acid                      |
| syrup                              |    1400 |         300 |      2500 |          0 | COMMON   |     false | -                                                  |
| tbu                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| tbu_fluoride                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| tbu_fluoride_flibe                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| terne                              |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenterne                           |
| tetradecane                        |     763 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:tetradecane                         |
| tetradecene                        |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:tetradecene                         |
| thatch                             |    2000 |         300 |      1000 |          0 | COMMON   |     false | rustichromia:thatch                                |
| thermoconducting                   |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenthermoconducting                |
| thorium                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| tin                                |    2000 |         900 |      6000 |         15 | COMMON   |     false | embers:tin                                         |
| tin_nak                            |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| tin_nak_hot                        |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| titanium                           |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltentitanium                        |
| titanium_aluminide                 |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltentitaniumaluminide               |
| titanium_iridium                   |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltentitaniumiridium                 |
| titanium_tetrachloride             |    1726 |         300 |       170 |          0 | COMMON   |     false | qmd:fluid_titanium_tetrachloride                   |
| tnt                                |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| toluene                            |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:toluene                             |
| tough                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_tough                           |
| tredecane                          |     756 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:tredecane                           |
| tredecene                          |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:tredecene                           |
| tree_oil                           |     900 |         300 |      1200 |          0 | COMMON   |     false | -                                                  |
| tritium                            |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_tritium                         |
| tungsten                           |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltentungsten                        |
| tungsten_carbide                   |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltentungstencarbide                 |
| tungstensteel                      |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltentungstensteel                   |
| umber_ale                          |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| undecane                           |     740 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:undecane                            |
| undecene                           |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:undecene                            |
| unsweetened_chocolate              |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_unsweetened_chocolate           |
| uranium                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| uranium_233                        |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| uranium_235                        |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| uranium_238                        |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| vapor_of_levity                    |     -10 |           5 |       100 |          0 | COMMON   |      true | enderio:block_fluid_vapor_of_levity                |
| vibrant_alloy                      |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenvibrantalloy                    |
| villiaumite                        |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                  |
| villiaumite_nak                    |    5000 |         300 |     15000 |          0 | COMMON   |     false | -                                                  |
| villiaumite_nak_hot                |    4000 |         700 |     10000 |          7 | COMMON   |     false | -                                                  |
| vivid_alloy                        |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenvividalloy                      |
| vodka                              |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| water                              |    1000 |         300 |      1000 |          0 | COMMON   |     false | minecraft:water                                    |
| weak_glue                          |    1000 |         295 |      1000 |       1000 | COMMON   |     false | contenttweaker:weak_glue                           |
| witherite_water                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | -                                                  |
| wood_gas                           |       1 |         373 |        10 |          0 | COMMON   |      true | -                                                  |
| xpjuice                            |     800 |         300 |      1500 |         10 | COMMON   |     false | -                                                  |
| yag                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | qmd:fluid_yag                                      |
| yttrium                            |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenyttrium                         |
| zinc                               |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenzinc                            |
| zircaloy                           |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenzircaloy                        |
| zirconium                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_zirconium                       |
| zirconium_molybdenum               |    2000 |         500 |     10000 |         10 | UNCOMMON |     false | jaopca:fluid_moltenzirconiummolybdenum             |
+------------------------------------+---------+-------------+-----------+------------+----------+-----------+----------------------------------------------------+
| Name                               | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                              |
+------------------------------------+---------+-------------+-----------+------------+----------+-----------+----------------------------------------------------+
